protein_id
6QW1
6QW2
6QW5
6QWT
6QXN
6QY6
6QZG
6QZY
6R00
6R1N
6R1O
6R35
6R45
6R4W
6R4X
6R4Y
6R4Z
6R50
6R57
6R59
6R5B
6R5C
6R73
6R78
6R85
6R8S
6R8T
6R99
6RB4
6RBB
6RBI
6RCQ
6RGH
6RGV
6RGX
6RI3
6RIR
6RIV
6RJ7
6RJY
6RK0
6RK4
6RKH
6RKJ
6RKL
6RKX
6RL1
6S1R
6S26
6S2J
6S2L
6S2R
6S30
6S31
6S3I
6S3O
6S3P
6S4M
6S5C
6S5D
6S5P
6S5R
6S60
6S64
6S66
6S69
6S6J
6S7G
6S86
6S8S
6S8T
6S9W
6S9X
6SAO
6SAR
6SCM
6SD6
6SEN
6SFH
6SHG
6SHS
6SHZ
6SI0
6SI1
6SI2
6SI3
6SI4
6SIF
6SIT
6SKC
6SKD
6SL4
6SLZ
6SNK
6SNR
6SP7
6SPW
6SQ2
6SQC
6SR8
6SR9
6SRA
6SSD
6SSR
6SSU
6SSW
6SSZ
6ST2
6ST3
6STD
6STE
6SX8
6SXR
6SXT
6SY4
6SY6
6SY8
6SYI
6SYR
6SYU
6SYV
6SZ0
6SZ4
6SZO
6T0G
6T0H
6T0I
6T0J
6T0K
6T0L
6T1Z
6T2A
6T3X
6T3Y
6T4B
6T5H
6T5I
6T5L
6T5T
6T5X
6T60
6T62
6T68
6T73
6T77
6T7F
6T85
6T86
6T87
6T88
6T8I
6T8L
6T8Q
6T95
6T97
6T98
6TAA
6TBN
6TBR
6TCK
6TCM
6TCQ
6TCR
6TCV
6TCW
6TGD
6TH5
6TH7
6THA
6THL
6THO
6TIT
6TJB
6TJE
6TJL
6TL1
6TL2
6TLA
6TMR
6TOY
6TOZ
6TP0
6TP1
6TP2
6TPV
6TPW
6VIH
6VII
6VIJ
6VIX
6VJT
6VKM
6VKX
6VKZ
6VL0
6VL1
6VM5
6VNA
6VOS
6VOW
6VOX
6VR7
6VR8
6VRP
6VRT
6VRX
6VRY
6VS4
6VSL
6VSO
6VSR
6VSW
6VSZ
6VTC
6VTJ
6VTN
6VTU
6VTW
6VTZ
6VU2
6VUN
6VUO
6VUR
6VUS
6VUT
6VUU
6VUW
6VUX
6VUY
6VUZ
6VV0
6VV1
6VV2
6VV3
6WRO
6WRP
6WRR
6WRZ
6WSA
6WT3
6WT6
6WT7
6WTC
6WUF
6WUK
6WV8
6WV9
6WVA
6WVB
6WVD
6WVI
6WVN
6WW9
6WX1
6WY1
6WYJ
6WYK
6WYT
6WZN
6WZO
6X10
6X12
6X13
6X1V
6X1W
6X25
6X4G
6X6W
6X8P
6X8Q
6X8S
6X8U
6X94
6X9X
6XA3
6XA7
6XAF
6XAJ
6XAL
6XAM
6XB5
6XB6
6XCA
6XCB
6XCC
6XCD
6XCE
6XCF
6XCG
6XCQ
6XDB
6XDS
6XFR
6XI4
6XI5
6XIB
6XIC
6XID
6XIE
6XIF
6XIP
6XJN
6XKM
6XKS
6XL3
6XLZ
6XM6
6XM7
6XM8
6XM9
6XMA
6XNK
6XNW
6XP7
6XPS
6XPU
6XQ1
6XQ3
6XQ5
6XQ6
6XQ7
6XQ8
6XQ9
6XQK
6XQR
6XS9
6XSV
6XTG
6XTW
6XUD
6XUK
6XW2
6XWS
6XYB
6XYD
6Y0J
6Y0U
6ZZ2
6ZZK
6ZZM
6ZZW
7A4Y
7A56
7A60
7A79
7A8X
7A9A
7AC6
7ACG
7ADG
7AGM
7AHK
7AJ6
7AK1
7AK9
7AKF
7AKH
7AKQ
7AKW
7AKX
7AMN
7AMT
7ANV
7AP1
7APZ
7AR0
7ARO
7ARP
7ARX
7ASZ
7AUG
7AUX
7AVV
7AW5
7AYL
7B0O
7B0P
7B0X
7B17
7B1E
7B1K
7B1L
7B1P
7B1Q
7B1V
7B49
7B4A
7BBL
7BBT
7BEM
7BEZ
7BF0
7BFL
7BG1
7BGJ
7BGM
7BGT
7BGU
7BHA
7BHB
7BHC
7BJ1
7BJ9
7BMI
7BNK
7BNR
7BPR
7BPS
7BQ6
7BQ7
7BQO
7BQP
7BR4
7BRC
7BRF
7BRU
7BTU
7BTZ
7BU1
7BVS
7BVT
7BWB
7BWC
7BXH
7BXV
7BY3
7BY4
7BYT
7BYV
7MP9
7MPR
7MPT
7MPU
7MSF
7N1C
7N1D
7N3E
7N3F
7N3G
7N3H
7N66
7N8J
7N8K
7NDO
7NEE
7NEU
7NFR
7NH4
7NH5
7NH7
7NJZ
7NPD
7NPK
7NPL
7NRE
7NRF
7NSS
7NTG
7NW3
7NWF
7NXP
7NXR
7NYB
7NZI
7O06
7O0N
7O1U
7O1W
7O1Y
7O20
7O22
7O2A
7O2B
7O2C
7O2Z
7O33
7O56
7O79
7O7I
7O7J
7O8A
7O91
7OC6
7ODC
7ODY
7OI3
7OJR
7OLZ
7OML
7ONN
7ONO
7OQX
7OSP
7OSS
7OSX
7OTF
7OTH
7OTL
7OTR
7OTT
7OUW
7OUX
7OVD
7OW9
7P0L
7P1B
7P1D
7P1E
7P2L
7P41
7P4W
7P8Y
7P8Z
7PED
7PHG
7POK
7POW
7PS3
7PT0
7Q1B
7Q4B
7Q4M
7R6Z
7RAJ
7RD9
7RDA
7RDJ
7RDK
7RDM
7RFY
7RG5
7RHE
7RL2
7RM5
7RNJ
7RNU
7ROV
7RQG
7RR0
7RRM
7RT0
7RTD
7RTY
7RXV
7RXW
7RXX
7RZL
7RZP
7S04
7S1A
7S1N
7S3M
7S3N
7S5G
7S5H
7S6F
7S91
7SIR
7SJZ
7SN1
7STD
7STY
7SZS
7T24
7T29
7T3X
7TAA
7TIM
7V37
7V38
7V39
7V3A
7V3B
7V3C
7V3Z
7VBS
7VBW
7VES
7VEX
7VMU
8CPP
8GEP
8ICD
8OHM
